,Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride
460,77,45,1,2,88,4.16,2,0,151,595.2312211886215
461,93,73,0,1,78,3.81,3,1,106,465.962681649944
462,44,11,0,1,56,3.83,0,1,18,104.75201005936664
463,20,10,0,1,54,4.12,2,1,168,784.0551260339382
464,70,40,1,1,9,3.77,1,0,130,382.9299378688001
465,42,12,0,0,92,4.5,0,0,123,319.2967130915861
466,87,33,0,1,53,4.15,1,0,143,640.1373391067773
467,70,43,1,0,47,4.31,2,0,57,243.4933853851045
468,61,15,2,0,29,4.49,0,0,32,135.005874109167
469,71,36,1,2,69,4.37,2,0,110,392.9639432866157
470,81,33,1,1,41,4.93,0,1,162,617.2885000560723
471,87,64,0,2,69,4.55,1,1,65,310.7883994951958
472,85,65,1,1,73,4.65,0,1,165,770.0708908209459
473,91,65,2,1,40,3.58,1,0,141,373.50470759834695
474,83,57,0,2,80,4.6,3,1,172,814.4195559447121
475,64,10,1,0,75,3.61,2,1,155,473.34669329802574
476,69,22,0,2,25,4.41,3,1,74,266.76777889406367
477,37,12,0,2,15,3.73,1,0,142,369.36165888010754
478,93,28,2,2,63,3.9,1,0,38,111.72394123957052
479,66,49,0,0,42,4.56,0,0,124,429.94835612457183
480,47,36,0,2,100,4.2,2,0,103,414.77830030238334
481,71,30,0,1,45,4.16,1,1,53,227.1825700126456
482,58,19,2,2,47,3.97,1,0,77,247.4420018201041
483,100,18,1,2,50,4.89,2,1,51,213.8232968736634
484,94,28,2,1,59,4.45,3,0,173,652.5878909594384
485,49,6,0,2,23,4.65,3,1,69,289.6463054085282
486,42,7,0,0,90,3.67,1,0,32,123.762469326047
487,79,63,2,0,56,4.66,1,1,70,292.5906288976858
488,59,5,0,0,17,4.97,1,1,143,440.93951077757487
489,54,7,2,1,91,3.75,3,0,97,298.3226183929867
490,60,6,0,2,65,4.76,2,0,168,629.2044295696749
491,26,13,1,2,4,3.63,3,1,123,441.99619244539696
492,90,10,0,2,59,4.44,2,1,147,691.5012905566776
493,34,12,1,2,38,4.18,0,0,24,106.94859059241988
494,80,34,1,2,84,3.8,3,0,174,561.4385219871201
495,21,7,0,1,58,4.31,2,1,75,328.45835687553256
496,97,71,1,2,52,4.32,1,0,36,133.38738314122594
497,64,7,1,1,92,4.58,1,1,16,114.6992021313152
498,47,34,0,0,16,4.38,1,1,46,237.14338896943255
499,44,28,0,0,30,3.93,1,1,42,157.10657171647188
500,21,9,1,0,13,4.01,1,0,127,431.251597706785
501,57,37,2,0,59,3.92,1,0,159,585.8075881778408
502,62,5,0,2,51,4.4,0,0,160,647.204374917644
503,25,6,2,0,60,3.91,1,1,145,559.578839787104
504,92,33,1,2,70,3.69,1,1,46,173.1505322724627
505,38,7,0,0,46,3.79,3,0,78,198.17046750812372
506,99,31,2,2,0,3.54,2,0,50,192.7088692483722
507,35,7,0,1,65,4.19,3,0,65,165.0758241756551
508,30,13,2,0,53,3.68,3,1,124,379.4680328899806
509,28,6,2,0,53,4.48,3,1,148,461.10955384851616
510,59,47,0,2,73,3.54,3,0,75,234.5672445982206
511,24,13,2,2,50,4.26,3,1,141,540.0620306756346
512,21,6,1,1,15,3.81,1,1,80,318.8415033130425
513,84,54,1,2,59,4.98,0,1,43,196.31514152174805
514,100,50,2,2,83,4.91,2,1,173,622.4914304114809
515,30,11,2,2,99,4.96,1,0,83,349.6745279402746
516,45,35,0,1,0,4.58,0,1,41,206.1473318707726
517,53,35,2,0,35,3.92,0,1,166,635.9330544824535
518,65,41,0,0,51,3.57,3,1,48,251.1121418065252
519,93,6,0,2,85,4.47,3,0,107,324.098767437868
520,28,5,0,1,69,4.49,2,1,132,425.4887347951667
521,38,8,2,2,78,3.57,3,0,114,470.2690237026412
522,25,6,2,1,69,4.45,1,1,94,398.051725971793
523,76,23,0,1,64,3.57,3,1,115,564.9317250247195
524,22,7,1,0,73,4.91,2,1,73,238.31899146487595
525,40,5,0,2,17,4.55,0,0,72,184.9552256292673
526,89,16,1,1,27,4.86,0,0,161,624.305615960136
527,31,21,1,2,77,4.83,0,0,107,389.3845083155804
528,92,45,0,2,59,4.23,2,1,121,574.8939389332888
529,58,32,2,0,92,4.59,0,1,111,517.9444619823878
530,58,20,0,2,42,3.51,1,0,125,527.1792011771714
531,36,7,1,1,26,4.35,2,0,59,201.49683080394215
532,66,40,0,1,93,4.86,1,0,153,627.0167510146084
533,76,54,2,1,58,4.05,1,0,74,218.6251778894482
534,55,23,2,0,46,4.58,0,1,150,654.676536309137
535,21,8,2,1,57,4.78,3,1,84,293.5602166445157
536,61,45,0,0,42,4.25,0,0,102,421.98526198279467
537,72,62,1,1,48,3.82,1,0,126,553.7408048680613
538,65,18,0,0,65,4.01,2,0,111,330.62430999065225
539,20,8,0,2,27,4.99,2,0,83,261.4451502998812
540,22,7,1,2,16,4.1,3,0,147,520.0637873298249
541,72,49,1,0,15,4.34,3,1,19,117.63327810103034
542,42,30,2,1,26,4.79,0,0,138,493.0149508584995
543,100,54,1,1,91,4.59,3,1,61,203.1132957396489
544,87,32,1,2,38,4.76,0,0,114,421.7762985074602
545,36,8,2,0,47,4.07,0,0,77,305.0088858607341
546,70,38,2,2,99,4.19,2,0,76,317.77188818101894
547,41,7,2,0,4,4.15,3,0,83,364.9140560714328
548,59,40,0,0,64,4.72,3,0,157,398.3194964103068
549,33,14,2,1,38,4.89,2,0,127,461.3060120664082
550,70,26,2,2,15,3.67,3,1,70,358.2348071386952
551,45,7,0,1,87,4.35,1,0,74,224.3071067625652
552,98,71,1,1,83,4.55,2,0,139,558.3815496134125
553,75,63,2,0,42,4.55,1,1,138,660.4425622593634
554,100,34,0,0,33,4.75,3,0,156,537.4486716625657
555,76,23,2,2,53,3.94,1,0,117,480.104370355134
556,32,12,2,2,69,3.68,2,0,55,162.28310451017555
557,35,23,1,0,58,3.78,0,0,164,638.0445145215127
558,30,16,1,0,89,3.63,0,0,142,420.1110979571745
559,75,56,2,1,66,3.69,1,1,22,124.49060049402551
560,25,6,0,1,23,3.95,2,1,55,235.27811761739352
561,88,16,1,0,26,4.18,2,0,32,127.33149010162909
562,43,26,0,2,69,4.9,1,0,107,391.0269903920518
563,39,20,0,2,97,4.25,2,0,121,319.5430197104816
564,77,63,1,0,72,4.56,2,0,113,380.2853707615285
565,41,14,1,2,59,4.72,2,1,49,179.62342246641472
566,51,20,0,2,97,4.8,2,0,130,452.112640122952
567,30,10,1,0,86,4.95,1,0,149,565.6691466337952
568,29,8,2,0,52,4.68,0,1,121,402.1558775823215
569,21,5,0,0,8,4.44,0,1,159,689.8421599513094
570,50,15,1,1,62,4.51,3,0,83,307.6469280930268
571,61,42,0,0,11,3.72,3,0,52,186.5262770863605
572,67,5,1,2,81,4.53,2,1,14,91.06777716361007
573,73,22,1,1,26,4.99,3,0,33,143.8549860520897
574,35,18,2,0,27,3.82,2,0,158,553.837359075948
575,96,58,2,2,25,3.61,2,0,85,336.56848365859423
576,38,28,2,0,8,4.83,2,0,29,95.02020685904614
577,75,28,2,0,6,4.02,1,1,171,575.0117219060105
578,57,26,1,2,92,4.11,0,1,58,264.675747588135
579,36,10,0,0,65,3.54,3,0,53,185.61792391524813
580,73,27,0,0,98,3.97,1,0,57,251.1556502722435
581,68,29,0,0,51,3.99,1,0,110,299.689056274687
582,25,9,0,0,11,3.58,3,0,31,92.65681121424488
583,97,25,2,1,95,4.91,3,1,101,332.2293764400841
584,30,7,0,1,85,3.74,1,0,44,184.11208970364285
585,83,7,1,0,24,4.9,2,1,24,124.5817744544144
586,27,5,0,0,2,4.3,1,0,22,60.98181721983856
587,58,21,1,0,72,4.14,0,0,10,35.88598786056829
588,32,15,2,0,67,3.76,1,1,23,132.12301879164062
589,76,8,2,0,40,4.68,0,0,157,561.5796822292014
590,21,9,1,1,38,4.54,2,0,179,546.3787898746884
591,47,37,2,0,53,4.69,3,0,41,147.4597413359118
592,33,20,1,1,97,4.13,2,1,169,668.8922140357987
593,92,66,0,2,26,3.56,1,0,19,62.06928479024478
594,24,7,0,2,34,3.51,0,1,111,477.7411361723483
595,75,9,0,0,71,4.06,3,0,150,411.0057654245888
596,89,76,2,0,35,4.8,3,1,177,650.2985711974341
597,67,20,2,1,42,4.13,1,0,68,243.22861759627588
598,61,23,1,2,51,4.73,1,1,150,680.9330686248741
599,80,67,0,1,80,4.74,3,0,147,432.30725774113824
600,66,15,1,0,62,4.59,3,0,161,720.729944900258
601,39,12,1,1,54,3.77,2,1,176,510.4543750320455
602,46,22,2,1,9,4.33,2,0,128,522.7974318549136
603,89,74,0,2,41,4.89,2,1,115,432.16279228896633
604,60,16,2,0,56,4.33,3,1,126,382.4570671338528
605,58,13,0,1,99,3.62,2,1,106,351.43931589566165
606,68,16,2,2,93,4.44,2,1,154,510.19578633034166
607,45,19,1,2,71,3.72,3,0,121,313.92644056486665
608,91,61,1,0,100,4.88,3,0,101,372.2298219510593
609,39,12,2,1,70,4.02,2,1,66,314.46800852423786
610,97,9,0,0,58,4.32,1,1,142,491.5779538643877
611,42,18,1,2,39,3.94,0,0,128,527.1558943563921
612,27,15,2,0,11,3.77,1,0,111,432.849396942834
613,67,48,0,1,94,4.3,1,1,168,544.6027807887253
614,69,51,2,1,75,3.57,3,1,136,470.18271352951473
615,69,47,2,1,65,4.22,3,0,18,53.5391040086766
616,93,18,1,0,34,3.54,0,0,80,352.0685727015968
617,84,74,1,1,7,4.4,0,1,101,396.3698341114785
618,96,48,2,0,41,4.39,2,0,130,367.7829980600229
619,30,13,1,0,72,4.18,3,1,113,352.9356730761453
620,60,48,1,1,15,4.06,2,0,78,339.1055825696459
621,72,39,2,1,39,3.77,3,1,115,347.8959667426787
622,31,13,1,1,82,4.63,2,0,108,469.2509135918648
623,71,13,0,2,60,4.3,3,1,62,213.8430201203033
624,91,61,0,2,86,4.44,2,1,129,567.5392184514062
625,91,60,0,0,2,3.53,1,1,107,492.179013222281
626,32,6,2,2,13,4.75,0,0,53,173.88747446193491
627,23,10,1,0,47,4.84,1,0,125,418.10682439062094
628,61,47,1,2,100,4.58,3,1,157,658.3040013013618
629,57,40,2,1,78,3.62,0,0,171,764.5953413909641
630,89,70,1,0,86,4.51,0,0,90,384.2092919756728
631,64,45,0,0,22,3.96,3,1,118,404.6018875393623
632,91,29,2,1,82,3.73,0,1,90,446.81702579708536
633,91,53,1,0,67,4.56,3,0,50,158.1067231747087
634,69,37,1,1,47,4.39,1,1,60,284.2362895344896
635,71,61,1,1,79,3.85,0,0,147,591.2989763287625
636,38,7,0,2,28,3.85,1,0,12,36.00027803358747
637,100,32,1,1,67,3.94,1,1,162,581.1370845965885
638,65,51,1,0,97,4.81,3,1,144,588.1367698544636
639,73,38,2,1,91,4.23,1,1,86,400.2673330229722
640,56,25,1,1,87,3.73,1,1,172,575.4102708388258
641,75,55,0,2,80,4.7,2,0,69,190.9788526811355
642,97,21,2,1,43,3.79,0,1,106,398.1593839328215
643,94,71,0,1,48,4.73,3,1,169,770.8733244527833
644,53,22,2,2,28,4.99,0,1,64,211.0820229741896
645,81,8,0,2,78,4.8,0,1,141,618.4288567281086
646,47,34,0,2,87,3.53,2,1,170,739.2271199769044
647,80,48,1,1,13,4.44,3,0,35,128.7410738814351
648,75,55,0,0,54,4.73,3,1,145,584.4917299915722
649,89,12,2,2,42,4.73,0,0,102,328.31398217312767
650,30,13,0,0,8,4.1,0,0,94,274.6803754439265
651,64,5,0,0,91,4.34,1,1,21,108.2430435427408
652,55,29,1,0,92,4.85,2,0,44,181.78093960037765
653,94,76,1,0,26,4.7,2,1,94,405.317954516569
654,53,28,2,0,6,3.67,1,0,178,775.7916851510323
655,29,7,1,1,68,3.98,2,0,114,289.1296809487768
656,29,17,2,2,76,3.61,2,0,166,674.132847635612
657,75,42,1,2,38,4.25,0,0,146,479.11995337350106
658,74,53,1,1,60,3.93,3,0,162,676.4404324115253
659,89,75,2,2,10,4.91,1,0,16,54.44953818628992
660,29,13,1,0,44,4.29,1,1,87,267.7404170012178
661,40,20,0,2,45,4.42,1,1,130,445.4842486108808
662,79,11,2,1,1,4.35,3,1,45,210.25675967194184
663,98,87,2,0,87,4.28,0,1,170,603.8458024755097
664,95,76,2,1,74,4.39,3,0,118,464.9915827255092
665,79,13,0,0,67,4.05,1,1,151,514.9363491532515
666,38,22,1,1,18,4.17,3,1,121,450.5387531372676
667,83,41,1,2,48,3.64,1,0,176,741.3443926126964
668,59,24,1,1,40,4.0,0,1,147,631.6312970255759
669,51,11,1,1,72,3.62,0,0,16,71.21364105240121
670,64,46,0,2,51,5.0,1,1,29,144.60138253530263
671,30,6,0,1,93,3.81,1,0,129,505.92196882791006
672,60,15,1,1,95,4.84,0,0,180,726.3339146351499
673,75,51,0,1,17,4.83,0,1,79,283.4132787585248
674,25,15,1,1,88,4.68,0,1,31,148.18648820169864
675,46,31,1,0,67,3.53,2,0,61,158.59209307103367
676,48,11,2,1,86,3.55,3,0,15,57.89462608061131
677,51,6,0,0,64,4.57,2,0,34,142.5577269374603
678,68,23,1,0,96,4.77,2,0,105,359.128113102171
679,89,8,1,2,18,3.83,2,0,121,407.5520587692045
680,84,55,1,1,1,4.47,0,0,146,487.3991192361553
681,50,8,0,1,25,3.8,1,1,13,89.61312852216915
682,99,40,2,0,26,4.83,1,1,151,510.6580782397596
683,21,9,2,0,91,4.82,2,0,47,171.6271185714875
684,53,19,1,2,54,3.84,1,0,132,520.5653406452625
685,60,16,2,0,68,4.23,3,0,108,458.096326804516
686,32,22,1,2,9,4.68,3,1,135,530.1491563778454
687,51,25,0,1,21,4.43,1,1,38,200.2582591219043
688,22,5,2,1,75,4.39,3,1,19,128.0167601925525
689,21,7,0,1,6,4.96,0,1,180,836.1164185613576
690,55,21,0,2,49,4.59,2,0,111,471.0890518884983
691,42,31,0,0,32,4.75,3,0,12,50.6401755820817
692,86,26,0,2,31,3.69,0,0,85,263.1611767019543
693,48,18,0,2,60,4.47,0,1,124,524.1655595085831
694,82,65,2,0,43,4.8,3,1,112,330.2265438250878
695,63,48,0,1,88,4.09,2,0,70,212.7407519371268
696,44,24,2,1,83,3.61,3,0,13,48.92895253547415
697,39,18,1,0,78,4.21,0,0,165,734.3951190125542
698,23,7,0,0,98,4.35,2,0,76,281.33950234360725
699,31,7,0,2,27,4.73,2,1,141,476.28985780068655
700,44,7,0,1,55,3.66,3,1,103,490.3421583214189
701,23,5,2,0,92,3.71,3,0,105,363.4447759027239
702,63,46,2,2,36,4.59,2,0,18,49.83993575677632
703,25,15,2,0,15,4.18,2,1,176,516.8295590439432
704,27,11,0,1,1,4.34,3,0,99,262.6864663772181
705,57,28,2,0,27,4.58,0,0,107,423.5098573724167
706,83,26,1,0,77,3.62,3,1,74,373.975635759196
707,80,5,1,1,53,3.67,1,1,48,184.24294467848267
708,50,40,0,2,61,4.7,1,1,73,319.11098294212263
709,84,8,0,0,21,4.63,3,0,172,549.2008068168793
710,90,54,0,1,1,3.59,0,1,87,427.8571629452071
711,28,9,2,2,68,4.82,1,1,43,164.316390505398
712,97,64,0,2,62,3.52,2,1,152,638.1340201838489
713,99,22,1,2,7,4.4,2,0,39,131.44358716419623
714,96,53,0,1,58,4.28,0,0,21,55.6373707994896
715,88,69,0,0,89,3.6,1,1,107,467.92749485577286
716,53,17,0,2,78,4.03,0,1,26,120.24719290813758
717,28,14,0,2,77,3.58,0,0,98,374.65518279544045
718,59,21,0,1,97,3.6,0,1,67,269.44414015954374
719,50,27,1,0,100,4.22,2,1,173,685.6696935694298
720,89,8,2,0,40,3.59,2,1,151,528.0024896243917
721,83,34,2,2,96,4.71,1,1,176,812.0729938599545
722,73,14,2,0,28,4.31,1,0,29,118.97305838669006
723,76,35,1,1,8,4.89,0,1,138,406.5899107855241
724,56,35,0,2,33,3.97,2,0,47,134.77582951421903
725,40,20,0,1,11,4.4,0,0,83,343.79851998722387
726,27,6,2,2,92,3.73,3,1,125,460.2837624776103
727,32,7,2,1,79,4.05,2,0,83,306.390461217286
728,48,24,2,2,35,4.2,3,1,51,251.4211394087152
729,71,41,2,0,31,3.81,0,1,140,614.63671317069
730,53,6,0,2,74,4.12,3,0,76,231.1651667910225
731,87,44,0,2,61,3.87,1,1,16,117.76366453355408
732,36,16,2,1,82,4.62,0,1,72,253.4912438007839
733,39,20,0,0,71,4.11,2,0,111,404.5983991889042
734,91,81,0,0,15,4.68,1,1,20,135.1772701347079
735,31,18,2,1,46,4.86,3,0,128,360.8585507409454
736,94,67,1,2,34,4.64,3,1,64,231.3263184773236
737,83,18,2,0,12,4.98,2,0,81,286.409294385432
738,34,9,2,2,65,4.69,0,1,107,508.7118174567975
739,32,6,0,0,75,4.47,2,1,154,721.7212691270341
740,22,7,2,0,15,3.53,1,1,180,552.2693747461685
741,49,20,0,2,52,4.74,0,1,162,510.62689141008207
742,61,38,2,2,95,3.5,3,0,164,415.9794524398186
743,21,9,2,0,48,4.4,0,1,152,660.0597080304599
744,40,18,2,2,16,4.59,0,1,157,644.0445755475266
745,22,6,2,2,82,4.3,2,1,172,710.884313751738
746,34,11,1,0,66,4.59,2,0,134,478.20015364109577
747,56,31,0,2,9,4.79,0,1,167,744.4180991800615
748,93,36,2,0,60,4.63,0,0,111,478.7697584495512
749,38,9,1,0,57,4.26,2,1,16,104.0560727191975
750,76,26,1,2,74,4.18,1,1,159,486.1839276370279
751,47,24,1,2,11,3.62,3,1,148,657.0936874279021
752,64,10,2,2,62,4.98,1,0,38,96.3007413779792
753,56,10,0,0,28,3.8,0,0,144,609.9082747031204
754,44,25,0,2,32,4.43,3,1,154,502.1012063441772
755,34,6,0,1,11,3.75,2,0,179,465.719058488387
756,45,18,1,2,70,3.84,3,0,122,308.43591786214927
757,31,7,0,1,22,4.88,0,1,172,806.0212701919081
758,95,28,0,1,34,4.48,1,0,163,576.9675719994219
759,82,59,0,1,39,3.5,3,1,67,284.2944207006542
760,95,38,2,2,39,3.71,0,1,97,478.3662772118347
761,27,12,1,2,1,4.93,1,0,41,119.4823999754907
762,94,23,1,1,71,4.15,3,1,154,532.5097779421501
763,66,15,2,2,88,4.21,1,1,65,291.9008795114952
764,40,6,0,0,37,4.75,0,1,148,707.8553931548287
765,56,27,1,2,62,4.74,1,1,129,435.7154538108565
766,54,6,1,0,48,4.26,2,0,154,504.0841142440527
767,46,15,1,2,96,4.69,2,1,116,497.3770093020007
768,65,16,1,2,82,3.62,1,1,146,460.8002858653508
769,96,48,2,0,11,4.19,3,0,79,272.4960775620536
770,47,9,1,0,88,4.06,3,0,93,246.9535423209308
771,20,7,2,2,55,4.43,3,0,153,482.7422075016093
772,94,57,1,1,13,4.04,0,0,60,205.495759583372
773,52,30,1,2,25,3.67,3,0,142,531.6062153403296
774,71,6,1,0,48,4.05,0,0,157,550.9983736824666
775,46,8,0,0,39,3.97,1,1,123,396.9586997774456
776,53,40,2,1,13,3.79,3,0,118,318.2115758092651
777,26,11,2,1,97,3.64,2,0,141,427.0550612068028
778,100,46,1,0,74,3.74,0,0,171,448.31285347772814
779,74,38,2,1,95,5.0,1,0,167,455.4083398759809
780,53,5,0,0,100,4.46,3,1,33,179.17081970350634
781,75,63,2,0,24,4.18,0,0,29,104.18588264010208
782,44,9,1,1,54,4.2,2,1,13,91.67748868757226
783,76,60,1,1,81,3.6,1,1,72,264.08573637935564
784,88,18,1,2,80,4.83,1,0,109,424.65693227127065
785,54,35,0,0,95,4.98,1,1,61,218.9504185416184
786,49,30,2,1,7,3.97,0,1,77,248.1703336422785
787,25,8,2,2,11,4.0,0,0,109,422.4367392307234
788,36,18,1,0,15,4.21,0,0,86,280.5240756909656
789,42,25,1,2,44,4.99,2,1,122,565.9834811108678
790,29,14,0,0,2,4.69,3,1,180,828.2131345744126
791,52,16,2,2,63,4.13,2,0,49,132.84680584297232
792,37,6,0,0,59,4.73,1,0,20,86.17345483820148
793,91,17,0,0,21,4.84,0,1,149,545.3868063047398
794,29,8,0,2,79,4.26,2,1,133,531.0619846358322
795,62,45,0,1,87,4.74,0,1,20,108.6023564641184
796,69,7,2,1,51,4.56,0,1,103,462.66304412150464
797,32,14,1,2,80,3.56,0,1,80,254.9510771161675
798,78,31,2,0,6,3.78,1,1,64,271.0126649576171
799,53,10,0,2,10,3.58,1,0,168,424.48842846396354
800,60,50,1,2,54,4.57,0,1,38,151.77728650517233
801,97,58,2,0,1,4.11,2,1,83,383.0749064097095
802,87,77,2,0,12,3.56,3,1,11,97.78450586126137
803,74,20,0,2,68,4.36,3,0,32,119.59407325541466
804,90,58,2,0,1,4.7,0,1,21,126.57277068445282
805,21,8,0,1,69,4.24,0,1,176,829.5343798843528
806,70,35,2,2,35,4.9,3,1,108,418.815349545453
807,37,7,1,1,1,3.92,1,0,62,233.21310275336955
808,30,11,0,0,93,3.56,3,1,155,701.141472496938
809,64,22,2,1,26,4.24,1,1,115,388.72966746525947
810,40,23,2,2,6,3.96,3,0,178,528.60807288888
811,28,18,2,0,100,3.62,0,1,92,382.03843862699455
812,85,19,0,0,17,3.69,2,0,164,587.331264277609
813,92,77,2,0,100,4.26,3,0,47,167.7398193291184
814,93,56,1,1,56,4.65,1,1,86,304.8360144837103
815,36,25,0,1,26,3.57,0,0,122,354.1540979676975
816,94,50,1,1,88,4.95,3,1,49,250.4603273046531
817,27,8,0,0,48,4.18,0,0,167,495.2197782062817
818,86,41,0,1,96,4.5,2,1,68,301.5483736351267
819,22,11,0,1,39,4.63,1,0,101,433.03454356764814
820,95,56,0,2,86,3.79,2,1,147,671.4712089285143
821,99,89,2,2,63,4.84,0,0,16,49.71329085631081
822,22,8,0,1,4,4.84,2,0,122,408.129769999122
823,100,85,1,2,59,4.46,1,0,110,329.4837131421355
824,61,38,0,2,100,4.34,1,1,78,383.3178042225475
825,33,18,1,0,7,4.01,3,0,105,313.06815696851334
826,39,22,0,0,63,3.87,1,1,170,706.6896358975697
827,37,5,2,2,75,3.88,1,1,26,142.6153122038585
828,95,53,1,2,6,4.01,0,1,158,708.8224028092762
829,28,6,1,0,54,4.03,0,1,168,593.065918046481
830,66,17,2,0,84,4.47,3,0,139,604.3834014812801
831,60,11,1,0,18,4.29,1,0,26,100.2582627032478
832,94,34,1,0,99,4.54,0,1,155,685.7612504810801
833,63,12,2,2,54,4.47,1,1,140,446.41301231617626
834,38,8,1,2,59,4.44,3,1,75,291.107936848218
835,35,21,1,2,13,4.14,2,1,36,193.64239387562827
836,83,64,1,0,78,4.01,1,0,109,304.52612995371493
837,62,14,0,2,33,4.23,2,1,85,386.834933294766
838,88,48,2,0,52,4.52,3,0,92,230.83258579661484
839,68,11,0,2,89,3.66,1,0,93,333.9106726820272
840,84,64,2,1,34,4.13,1,1,99,353.8098038704909
841,40,10,2,1,60,3.87,3,1,79,293.19813425701705
842,93,20,2,1,38,4.78,0,1,144,447.083068843808
843,57,44,2,0,78,3.53,1,0,153,584.888884974888
844,67,16,1,0,24,4.52,1,1,150,488.1872511532145
845,68,16,2,2,91,4.49,3,0,77,246.7577555097292
846,38,22,2,0,60,3.6,2,1,104,312.1731588463509
847,49,28,2,2,61,3.9,1,1,172,576.281119337865
848,98,59,2,1,55,4.6,2,0,100,381.391205400882
849,47,9,1,0,38,4.06,2,0,141,543.7702542024564
850,27,11,2,1,97,4.78,1,1,137,472.5224037960476
851,59,29,2,1,68,4.4,3,1,88,286.05897011629656
852,56,20,2,1,74,4.05,1,0,25,88.95619552388446
853,50,39,2,0,62,3.95,2,1,135,646.9811778631195
854,93,37,2,0,37,4.75,3,0,76,292.9246564000302
855,46,22,0,1,97,3.51,2,0,100,395.769846813748
856,56,19,1,2,16,4.46,1,1,86,279.6798100890559
857,37,16,1,0,8,4.5,1,0,46,192.50297743378897
858,85,58,2,1,85,4.1,3,1,92,351.77029329216225
859,27,7,2,1,89,3.6,2,1,120,555.4019371049674
860,44,16,0,2,31,3.96,3,1,122,395.3781570382596
861,75,51,1,1,68,3.65,0,1,66,261.5103067801241
862,21,11,2,0,46,3.84,2,0,103,397.5648404411393
863,42,29,1,2,67,4.59,2,1,153,735.2764383329761
864,25,15,1,2,100,4.9,3,1,94,289.4570095389695
865,67,46,1,1,92,4.72,2,0,32,97.6750013649232
866,29,6,1,2,24,4.37,0,0,50,197.46392160702555
867,100,70,2,0,42,4.9,3,1,167,762.8822843495781
868,37,10,1,0,27,4.26,0,0,143,512.44939271165
869,31,14,2,0,37,4.3,3,1,103,484.4661863877365
870,49,12,1,2,30,4.37,0,1,84,353.01840875622844
871,42,19,0,1,56,4.84,1,1,144,539.7316715337728
872,61,5,0,1,48,4.15,2,0,29,114.16365482248573
873,24,7,1,0,85,4.36,3,0,169,521.4080460440558
874,20,10,0,1,18,4.28,1,1,123,450.3878805106937
875,22,9,2,2,36,4.51,1,1,10,82.69156896202661
876,98,87,1,1,59,4.26,0,0,13,34.57409278115731
877,30,14,2,2,64,4.45,0,0,147,535.1718879088473
878,32,13,2,1,75,4.56,1,1,111,333.4011668412356
879,22,12,2,2,49,4.88,3,1,35,179.8388198801664
880,62,8,2,2,13,4.2,3,1,65,241.9912178461052
881,51,27,2,0,8,4.31,3,0,92,369.3803924019288
882,85,74,1,1,82,3.92,1,1,177,704.3001292247022
883,28,9,2,2,26,3.95,3,1,114,466.9720738288303
884,93,70,1,2,21,3.81,1,0,12,41.12164471941277
885,36,9,1,2,53,4.46,3,1,127,404.02979977887577
886,80,22,0,0,17,4.4,2,0,141,423.75441798529033
887,60,24,0,1,18,4.16,2,1,45,165.72466245477892
888,97,45,2,2,90,3.71,2,1,151,578.8213877560842
889,53,14,1,2,24,3.99,0,1,161,707.4493979183783
890,79,22,0,2,53,3.96,1,1,126,542.8095730212775
891,44,24,2,2,55,4.08,0,1,137,513.9900766589533
892,34,12,1,1,3,4.83,3,1,62,298.3556200090825
893,55,12,2,2,96,4.66,2,1,48,183.2701656673754
894,49,29,1,1,35,4.8,1,1,160,468.3069201504469
895,72,54,0,1,68,3.85,0,0,74,220.4983368386397
896,72,27,2,0,76,3.97,2,1,70,265.94661511348426
897,99,6,1,0,49,4.32,0,0,113,311.4894374116108
898,21,10,0,1,22,4.42,2,0,151,647.8477765247827
899,50,25,2,2,89,4.74,0,0,107,383.9141419544756
900,61,35,0,2,4,4.77,2,1,115,557.916185756397
901,24,5,0,2,57,4.96,3,1,70,228.7960083986281
902,31,17,0,2,71,4.46,1,1,55,237.76862211931405
903,35,20,1,1,62,3.55,0,0,117,297.0874038526085
904,74,30,2,1,97,3.9,1,0,179,794.3231511066332
905,94,61,2,1,12,4.95,1,1,133,563.8497971641384
906,44,11,0,2,31,3.92,0,1,110,339.2870734791633
907,84,37,2,0,3,3.83,1,1,69,248.9476553705649
908,27,12,1,1,39,4.51,2,1,55,279.2686999169939
909,59,36,1,1,43,3.74,1,1,25,145.04223833476908
910,82,20,2,1,59,3.99,3,1,45,241.8259564507362
911,24,10,2,0,24,4.09,2,1,97,430.60985477056624
912,84,67,1,1,48,4.87,3,0,81,219.99370680056552
913,52,9,1,1,24,4.19,2,0,102,366.7282586383836
914,38,12,0,2,44,4.85,1,0,110,356.8814026432877
915,26,12,2,1,80,4.27,0,0,134,441.4714772887345
916,61,39,1,1,82,4.49,2,1,46,230.1431447581205
917,87,41,0,0,97,4.27,0,1,37,158.89198003545
918,98,46,1,0,55,4.71,1,0,173,766.9193242115463
919,24,13,2,2,54,4.09,2,0,161,466.7229822330101
920,44,8,2,0,43,3.82,3,0,86,233.50662384935427
921,71,59,2,1,71,4.47,1,0,31,104.1037337805616
922,91,59,2,2,68,4.77,3,0,15,38.33576819209958
923,32,14,2,0,75,4.49,3,0,177,761.0167600703148
