,Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride
378,46,8,Urban,Silver,32,4.81,Afternoon,Economy,112,466.4274793
379,59,29,Urban,Regular,90,4.3,Night,Economy,145,651.730389
380,21,11,Rural,Gold,18,4.2,Morning,Premium,49,266.3480732
381,64,7,Rural,Silver,48,4.67,Evening,Economy,64,266.3853768
382,52,22,Suburban,Gold,72,3.6,Morning,Premium,101,303.8032264
383,100,56,Suburban,Silver,67,4.2,Evening,Economy,169,461.9661914
384,83,72,Rural,Regular,25,4.62,Night,Premium,45,201.0575406
385,89,10,Rural,Silver,36,4.12,Afternoon,Premium,13,94.21444739
386,100,37,Rural,Silver,47,4.7,Afternoon,Economy,142,546.8574477
387,71,7,Urban,Gold,31,4.83,Morning,Premium,60,292.7468301
388,94,26,Suburban,Regular,0,3.94,Afternoon,Premium,40,150.9060377
389,52,23,Urban,Regular,41,4.23,Evening,Economy,134,534.9066334
390,27,15,Urban,Silver,31,4.95,Afternoon,Economy,103,315.265403
391,88,62,Urban,Regular,62,4.82,Afternoon,Economy,162,601.2360266
392,48,38,Suburban,Silver,64,4.97,Night,Premium,152,701.469573
393,53,35,Suburban,Regular,1,3.67,Morning,Premium,88,392.0078846
394,31,12,Suburban,Gold,34,4.7,Night,Economy,105,331.8375249
395,56,34,Suburban,Silver,1,4.56,Afternoon,Economy,121,307.5259291
396,48,35,Rural,Gold,47,4.26,Morning,Economy,26,68.271745
397,93,66,Suburban,Silver,22,3.91,Night,Economy,180,765.4397486
398,49,18,Rural,Silver,62,4.92,Afternoon,Economy,62,168.3662892
399,72,33,Rural,Gold,63,4.25,Evening,Economy,132,351.773619
400,62,11,Suburban,Gold,37,4.23,Morning,Premium,71,363.345753
401,39,15,Suburban,Regular,53,4.6,Evening,Premium,38,201.7146763
402,67,56,Urban,Gold,49,4.22,Afternoon,Premium,23,121.439999
403,88,15,Urban,Regular,39,4.51,Afternoon,Economy,137,598.7750233
404,29,16,Urban,Silver,75,4.11,Morning,Premium,80,371.1242881
405,100,24,Urban,Silver,88,4.49,Night,Economy,56,173.6669675
406,98,43,Suburban,Gold,62,4.98,Morning,Economy,130,538.518528
407,35,10,Rural,Gold,40,3.54,Night,Economy,75,281.962567
408,58,14,Rural,Gold,10,3.77,Morning,Economy,95,258.0144597
409,22,7,Urban,Gold,53,4.43,Morning,Premium,98,476.2019962
410,84,37,Suburban,Regular,94,3.83,Night,Economy,28,124.6455032
411,91,14,Suburban,Silver,19,4.78,Night,Premium,19,111.1127149
412,56,29,Urban,Gold,67,4.49,Afternoon,Economy,125,421.8171879
413,97,21,Rural,Regular,36,3.72,Evening,Premium,23,134.0510145
414,57,47,Urban,Gold,26,3.8,Morning,Economy,30,132.4032477
415,94,27,Suburban,Silver,100,3.6,Night,Premium,172,547.9814624
416,84,6,Suburban,Gold,24,3.74,Morning,Economy,68,281.9682458
417,40,11,Rural,Silver,1,4.24,Night,Premium,35,182.4663214
418,65,36,Suburban,Silver,20,4.39,Night,Premium,87,313.7742266
419,35,22,Urban,Silver,28,4.88,Afternoon,Premium,116,422.886661
420,40,30,Urban,Regular,67,4.03,Evening,Premium,143,529.6967147
421,61,45,Urban,Silver,6,4.99,Evening,Economy,10,25.99344945
422,50,14,Urban,Gold,98,3.52,Night,Premium,109,351.5699575
423,98,25,Suburban,Silver,30,4.76,Afternoon,Economy,60,154.6871597
424,54,37,Suburban,Regular,41,4.69,Afternoon,Premium,16,106.5920823
425,37,13,Rural,Regular,31,4.66,Afternoon,Economy,35,132.1665679
426,78,41,Urban,Silver,12,4.99,Afternoon,Economy,22,76.22496122
427,84,21,Rural,Gold,88,3.5,Afternoon,Economy,146,598.94004
428,44,32,Suburban,Silver,51,4.2,Afternoon,Premium,168,563.1508996
429,25,11,Urban,Silver,92,3.91,Night,Economy,115,310.1546163
430,38,13,Urban,Gold,38,4.46,Evening,Premium,28,145.1375686
431,85,25,Urban,Silver,21,4.03,Morning,Economy,73,323.5576858
432,31,13,Suburban,Gold,87,4.04,Evening,Economy,11,31.56567616
433,67,6,Rural,Regular,25,4.45,Evening,Premium,31,144.4626376
434,77,11,Rural,Silver,70,3.82,Night,Premium,63,252.4930471
435,32,11,Suburban,Silver,30,3.53,Afternoon,Premium,32,146.5127744
436,71,30,Rural,Regular,60,4.83,Evening,Premium,156,501.80135
437,65,38,Urban,Regular,13,4.77,Morning,Premium,132,610.7325515
438,64,29,Urban,Silver,66,3.79,Night,Premium,37,194.2623994
439,48,38,Urban,Silver,45,4.17,Afternoon,Economy,87,318.210126
440,76,42,Rural,Gold,95,3.93,Morning,Economy,180,512.6251102
441,76,53,Urban,Regular,77,3.67,Afternoon,Premium,179,555.8919188
442,71,14,Suburban,Silver,8,4.44,Night,Economy,76,242.1588608
443,76,9,Urban,Silver,64,4.16,Evening,Economy,10,41.40499128
444,51,14,Rural,Gold,16,3.51,Night,Premium,30,180.8865537
445,88,38,Rural,Gold,29,3.73,Evening,Premium,167,537.8971059
446,60,24,Rural,Gold,5,3.79,Afternoon,Premium,154,556.6629286
447,73,55,Rural,Regular,55,4.2,Afternoon,Economy,52,158.5563431
448,23,10,Urban,Silver,80,3.88,Afternoon,Economy,22,59.4454065
449,74,27,Suburban,Silver,51,3.75,Morning,Premium,111,334.1449975
450,49,6,Suburban,Gold,18,4.41,Night,Premium,148,443.7750198
451,31,8,Rural,Gold,7,3.57,Night,Economy,35,145.2420374
452,57,46,Rural,Regular,42,4.39,Morning,Economy,56,210.6317666
453,64,19,Suburban,Regular,35,4.02,Afternoon,Economy,39,152.2291926
454,86,76,Suburban,Regular,84,4.99,Night,Economy,149,612.4467268
455,54,28,Suburban,Regular,73,3.56,Morning,Premium,51,250.2858824
456,85,37,Rural,Gold,10,3.76,Night,Premium,61,309.0825447
457,58,15,Rural,Regular,14,4.76,Night,Premium,12,94.1609177
458,96,27,Rural,Gold,21,4.37,Night,Premium,57,243.9373065
459,58,31,Suburban,Silver,32,4.87,Evening,Premium,85,331.1930539
460,77,45,Suburban,Silver,88,4.16,Morning,Economy,151,595.2312212
461,93,73,Rural,Regular,78,3.81,Night,Premium,106,465.9626816
462,44,11,Rural,Regular,56,3.83,Afternoon,Premium,18,104.7520101
463,20,10,Rural,Regular,54,4.12,Morning,Premium,168,784.055126
464,70,40,Suburban,Regular,9,3.77,Evening,Economy,130,382.9299379
465,42,12,Rural,Gold,92,4.5,Afternoon,Economy,123,319.2967131
466,87,33,Rural,Regular,53,4.15,Evening,Economy,143,640.1373391
467,70,43,Suburban,Gold,47,4.31,Morning,Economy,57,243.4933854
468,61,15,Urban,Gold,29,4.49,Afternoon,Economy,32,135.0058741
469,71,36,Suburban,Silver,69,4.37,Morning,Economy,110,392.9639433
470,81,33,Suburban,Regular,41,4.93,Afternoon,Premium,162,617.2885001
471,87,64,Rural,Silver,69,4.55,Evening,Premium,65,310.7883995
472,85,65,Suburban,Regular,73,4.65,Afternoon,Premium,165,770.0708908
473,91,65,Urban,Regular,40,3.58,Evening,Economy,141,373.5047076
474,83,57,Rural,Silver,80,4.6,Night,Premium,172,814.4195559
475,64,10,Suburban,Gold,75,3.61,Morning,Premium,155,473.3466933
476,69,22,Rural,Silver,25,4.41,Night,Premium,74,266.7677789
477,37,12,Rural,Silver,15,3.73,Evening,Economy,142,369.3616589
478,93,28,Urban,Silver,63,3.9,Evening,Economy,38,111.7239412
479,66,49,Rural,Gold,42,4.56,Afternoon,Economy,124,429.9483561
480,47,36,Rural,Silver,100,4.2,Morning,Economy,103,414.7783003
481,71,30,Rural,Regular,45,4.16,Evening,Premium,53,227.18257
482,58,19,Urban,Silver,47,3.97,Evening,Economy,77,247.4420018
483,100,18,Suburban,Silver,50,4.89,Morning,Premium,51,213.8232969
484,94,28,Urban,Regular,59,4.45,Night,Economy,173,652.587891
485,49,6,Rural,Silver,23,4.65,Night,Premium,69,289.6463054
486,42,7,Rural,Gold,90,3.67,Evening,Economy,32,123.7624693
487,79,63,Urban,Gold,56,4.66,Evening,Premium,70,292.5906289
488,59,5,Rural,Gold,17,4.97,Evening,Premium,143,440.9395108
489,54,7,Urban,Regular,91,3.75,Night,Economy,97,298.3226184
490,60,6,Rural,Silver,65,4.76,Morning,Economy,168,629.2044296
491,26,13,Suburban,Silver,4,3.63,Night,Premium,123,441.9961924
492,90,10,Rural,Silver,59,4.44,Morning,Premium,147,691.5012906
493,34,12,Suburban,Silver,38,4.18,Afternoon,Economy,24,106.9485906
494,80,34,Suburban,Silver,84,3.8,Night,Economy,174,561.438522
495,21,7,Rural,Regular,58,4.31,Morning,Premium,75,328.4583569
496,97,71,Suburban,Silver,52,4.32,Evening,Economy,36,133.3873831
497,64,7,Suburban,Regular,92,4.58,Evening,Premium,16,114.6992021
498,47,34,Rural,Gold,16,4.38,Evening,Premium,46,237.143389
499,44,28,Rural,Gold,30,3.93,Evening,Premium,42,157.1065717
500,21,9,Suburban,Gold,13,4.01,Evening,Economy,127,431.2515977
501,57,37,Urban,Gold,59,3.92,Evening,Economy,159,585.8075882
502,62,5,Rural,Silver,51,4.4,Afternoon,Economy,160,647.2043749
503,25,6,Urban,Gold,60,3.91,Evening,Premium,145,559.5788398
504,92,33,Suburban,Silver,70,3.69,Evening,Premium,46,173.1505323
505,38,7,Rural,Gold,46,3.79,Night,Economy,78,198.1704675
506,99,31,Urban,Silver,0,3.54,Morning,Economy,50,192.7088692
507,35,7,Rural,Regular,65,4.19,Night,Economy,65,165.0758242
508,30,13,Urban,Gold,53,3.68,Night,Premium,124,379.4680329
509,28,6,Urban,Gold,53,4.48,Night,Premium,148,461.1095538
510,59,47,Rural,Silver,73,3.54,Night,Economy,75,234.5672446
511,24,13,Urban,Silver,50,4.26,Night,Premium,141,540.0620307
512,21,6,Suburban,Regular,15,3.81,Evening,Premium,80,318.8415033
513,84,54,Suburban,Silver,59,4.98,Afternoon,Premium,43,196.3151415
514,100,50,Urban,Silver,83,4.91,Morning,Premium,173,622.4914304
515,30,11,Urban,Silver,99,4.96,Evening,Economy,83,349.6745279
516,45,35,Rural,Regular,0,4.58,Afternoon,Premium,41,206.1473319
517,53,35,Urban,Gold,35,3.92,Afternoon,Premium,166,635.9330545
518,65,41,Rural,Gold,51,3.57,Night,Premium,48,251.1121418
519,93,6,Rural,Silver,85,4.47,Night,Economy,107,324.0987674
520,28,5,Rural,Regular,69,4.49,Morning,Premium,132,425.4887348
521,38,8,Urban,Silver,78,3.57,Night,Economy,114,470.2690237
522,25,6,Urban,Regular,69,4.45,Evening,Premium,94,398.051726
523,76,23,Rural,Regular,64,3.57,Night,Premium,115,564.931725
524,22,7,Suburban,Gold,73,4.91,Morning,Premium,73,238.3189915
525,40,5,Rural,Silver,17,4.55,Afternoon,Economy,72,184.9552256
526,89,16,Suburban,Regular,27,4.86,Afternoon,Economy,161,624.305616
527,31,21,Suburban,Silver,77,4.83,Afternoon,Economy,107,389.3845083
528,92,45,Rural,Silver,59,4.23,Morning,Premium,121,574.8939389
529,58,32,Urban,Gold,92,4.59,Afternoon,Premium,111,517.944462
530,58,20,Rural,Silver,42,3.51,Evening,Economy,125,527.1792012
531,36,7,Suburban,Regular,26,4.35,Morning,Economy,59,201.4968308
532,66,40,Rural,Regular,93,4.86,Evening,Economy,153,627.016751
533,76,54,Urban,Regular,58,4.05,Evening,Economy,74,218.6251779
534,55,23,Urban,Gold,46,4.58,Afternoon,Premium,150,654.6765363
535,21,8,Urban,Regular,57,4.78,Night,Premium,84,293.5602166
536,61,45,Rural,Gold,42,4.25,Afternoon,Economy,102,421.985262
537,72,62,Suburban,Regular,48,3.82,Evening,Economy,126,553.7408049
538,65,18,Rural,Gold,65,4.01,Morning,Economy,111,330.62431
539,20,8,Rural,Silver,27,4.99,Morning,Economy,83,261.4451503
540,22,7,Suburban,Silver,16,4.1,Night,Economy,147,520.0637873
541,72,49,Suburban,Gold,15,4.34,Night,Premium,19,117.6332781
542,42,30,Urban,Regular,26,4.79,Afternoon,Economy,138,493.0149509
543,100,54,Suburban,Regular,91,4.59,Night,Premium,61,203.1132957
544,87,32,Suburban,Silver,38,4.76,Afternoon,Economy,114,421.7762985
545,36,8,Urban,Gold,47,4.07,Afternoon,Economy,77,305.0088859
546,70,38,Urban,Silver,99,4.19,Morning,Economy,76,317.7718882
547,41,7,Urban,Gold,4,4.15,Night,Economy,83,364.9140561
548,59,40,Rural,Gold,64,4.72,Night,Economy,157,398.3194964
549,33,14,Urban,Regular,38,4.89,Morning,Economy,127,461.3060121
550,70,26,Urban,Silver,15,3.67,Night,Premium,70,358.2348071
551,45,7,Rural,Regular,87,4.35,Evening,Economy,74,224.3071068
552,98,71,Suburban,Regular,83,4.55,Morning,Economy,139,558.3815496
553,75,63,Urban,Gold,42,4.55,Evening,Premium,138,660.4425623
554,100,34,Rural,Gold,33,4.75,Night,Economy,156,537.4486717
555,76,23,Urban,Silver,53,3.94,Evening,Economy,117,480.1043704
556,32,12,Urban,Silver,69,3.68,Morning,Economy,55,162.2831045
557,35,23,Suburban,Gold,58,3.78,Afternoon,Economy,164,638.0445145
558,30,16,Suburban,Gold,89,3.63,Afternoon,Economy,142,420.111098
559,75,56,Urban,Regular,66,3.69,Evening,Premium,22,124.4906005
560,25,6,Rural,Regular,23,3.95,Morning,Premium,55,235.2781176
561,88,16,Suburban,Gold,26,4.18,Morning,Economy,32,127.3314901
562,43,26,Rural,Silver,69,4.9,Evening,Economy,107,391.0269904
563,39,20,Rural,Silver,97,4.25,Morning,Economy,121,319.5430197
564,77,63,Suburban,Gold,72,4.56,Morning,Economy,113,380.2853708
565,41,14,Suburban,Silver,59,4.72,Morning,Premium,49,179.6234225
566,51,20,Rural,Silver,97,4.8,Morning,Economy,130,452.1126401
567,30,10,Suburban,Gold,86,4.95,Evening,Economy,149,565.6691466
568,29,8,Urban,Gold,52,4.68,Afternoon,Premium,121,402.1558776
569,21,5,Rural,Gold,8,4.44,Afternoon,Premium,159,689.84216
570,50,15,Suburban,Regular,62,4.51,Night,Economy,83,307.6469281
571,61,42,Rural,Gold,11,3.72,Night,Economy,52,186.5262771
572,67,5,Suburban,Silver,81,4.53,Morning,Premium,14,91.06777716
573,73,22,Suburban,Regular,26,4.99,Night,Economy,33,143.8549861
574,35,18,Urban,Gold,27,3.82,Morning,Economy,158,553.8373591
575,96,58,Urban,Silver,25,3.61,Morning,Economy,85,336.5684837
576,38,28,Urban,Gold,8,4.83,Morning,Economy,29,95.02020686
577,75,28,Urban,Gold,6,4.02,Evening,Premium,171,575.0117219
578,57,26,Suburban,Silver,92,4.11,Afternoon,Premium,58,264.6757476
579,36,10,Rural,Gold,65,3.54,Night,Economy,53,185.6179239
580,73,27,Rural,Gold,98,3.97,Evening,Economy,57,251.1556503
581,68,29,Rural,Gold,51,3.99,Evening,Economy,110,299.6890563
582,25,9,Rural,Gold,11,3.58,Night,Economy,31,92.65681121
583,97,25,Urban,Regular,95,4.91,Night,Premium,101,332.2293764
584,30,7,Rural,Regular,85,3.74,Evening,Economy,44,184.1120897
585,83,7,Suburban,Gold,24,4.9,Morning,Premium,24,124.5817745
586,27,5,Rural,Gold,2,4.3,Evening,Economy,22,60.98181722
587,58,21,Suburban,Gold,72,4.14,Afternoon,Economy,10,35.88598786
588,32,15,Urban,Gold,67,3.76,Evening,Premium,23,132.1230188
589,76,8,Urban,Gold,40,4.68,Afternoon,Economy,157,561.5796822
590,21,9,Suburban,Regular,38,4.54,Morning,Economy,179,546.3787899
591,47,37,Urban,Gold,53,4.69,Night,Economy,41,147.4597413
592,33,20,Suburban,Regular,97,4.13,Morning,Premium,169,668.892214
593,92,66,Rural,Silver,26,3.56,Evening,Economy,19,62.06928479
594,24,7,Rural,Silver,34,3.51,Afternoon,Premium,111,477.7411362
595,75,9,Rural,Gold,71,4.06,Night,Economy,150,411.0057654
596,89,76,Urban,Gold,35,4.8,Night,Premium,177,650.2985712
597,67,20,Urban,Regular,42,4.13,Evening,Economy,68,243.2286176
598,61,23,Suburban,Silver,51,4.73,Evening,Premium,150,680.9330686
599,80,67,Rural,Regular,80,4.74,Night,Economy,147,432.3072577
600,66,15,Suburban,Gold,62,4.59,Night,Economy,161,720.7299449
601,39,12,Suburban,Regular,54,3.77,Morning,Premium,176,510.454375
602,46,22,Urban,Regular,9,4.33,Morning,Economy,128,522.7974319
603,89,74,Rural,Silver,41,4.89,Morning,Premium,115,432.1627923
604,60,16,Urban,Gold,56,4.33,Night,Premium,126,382.4570671
605,58,13,Rural,Regular,99,3.62,Morning,Premium,106,351.4393159
606,68,16,Urban,Silver,93,4.44,Morning,Premium,154,510.1957863
607,45,19,Suburban,Silver,71,3.72,Night,Economy,121,313.9264406
608,91,61,Suburban,Gold,100,4.88,Night,Economy,101,372.229822
609,39,12,Urban,Regular,70,4.02,Morning,Premium,66,314.4680085
610,97,9,Rural,Gold,58,4.32,Evening,Premium,142,491.5779539
611,42,18,Suburban,Silver,39,3.94,Afternoon,Economy,128,527.1558944
612,27,15,Urban,Gold,11,3.77,Evening,Economy,111,432.8493969
613,67,48,Rural,Regular,94,4.3,Evening,Premium,168,544.6027808
614,69,51,Urban,Regular,75,3.57,Night,Premium,136,470.1827135
615,69,47,Urban,Regular,65,4.22,Night,Economy,18,53.53910401
616,93,18,Suburban,Gold,34,3.54,Afternoon,Economy,80,352.0685727
617,84,74,Suburban,Regular,7,4.4,Afternoon,Premium,101,396.3698341
618,96,48,Urban,Gold,41,4.39,Morning,Economy,130,367.7829981
619,30,13,Suburban,Gold,72,4.18,Night,Premium,113,352.9356731
620,60,48,Suburban,Regular,15,4.06,Morning,Economy,78,339.1055826
621,72,39,Urban,Regular,39,3.77,Night,Premium,115,347.8959667
622,31,13,Suburban,Regular,82,4.63,Morning,Economy,108,469.2509136
623,71,13,Rural,Silver,60,4.3,Night,Premium,62,213.8430201
624,91,61,Rural,Silver,86,4.44,Morning,Premium,129,567.5392185
625,91,60,Rural,Gold,2,3.53,Evening,Premium,107,492.1790132
626,32,6,Urban,Silver,13,4.75,Afternoon,Economy,53,173.8874745
627,23,10,Suburban,Gold,47,4.84,Evening,Economy,125,418.1068244
628,61,47,Suburban,Silver,100,4.58,Night,Premium,157,658.3040013
629,57,40,Urban,Regular,78,3.62,Afternoon,Economy,171,764.5953414
630,89,70,Suburban,Gold,86,4.51,Afternoon,Economy,90,384.209292
631,64,45,Rural,Gold,22,3.96,Night,Premium,118,404.6018875
632,91,29,Urban,Regular,82,3.73,Afternoon,Premium,90,446.8170258
633,91,53,Suburban,Gold,67,4.56,Night,Economy,50,158.1067232
634,69,37,Suburban,Regular,47,4.39,Evening,Premium,60,284.2362895
635,71,61,Suburban,Regular,79,3.85,Afternoon,Economy,147,591.2989763
636,38,7,Rural,Silver,28,3.85,Evening,Economy,12,36.00027803
637,100,32,Suburban,Regular,67,3.94,Evening,Premium,162,581.1370846
638,65,51,Suburban,Gold,97,4.81,Night,Premium,144,588.1367699
639,73,38,Urban,Regular,91,4.23,Evening,Premium,86,400.267333
640,56,25,Suburban,Regular,87,3.73,Evening,Premium,172,575.4102708
641,75,55,Rural,Silver,80,4.7,Morning,Economy,69,190.9788527
642,97,21,Urban,Regular,43,3.79,Afternoon,Premium,106,398.1593839
643,94,71,Rural,Regular,48,4.73,Night,Premium,169,770.8733245
644,53,22,Urban,Silver,28,4.99,Afternoon,Premium,64,211.082023
645,81,8,Rural,Silver,78,4.8,Afternoon,Premium,141,618.4288567
646,47,34,Rural,Silver,87,3.53,Morning,Premium,170,739.22712
647,80,48,Suburban,Regular,13,4.44,Night,Economy,35,128.7410739
648,75,55,Rural,Gold,54,4.73,Night,Premium,145,584.49173
649,89,12,Urban,Silver,42,4.73,Afternoon,Economy,102,328.3139822
650,30,13,Rural,Gold,8,4.1,Afternoon,Economy,94,274.6803754
651,64,5,Rural,Gold,91,4.34,Evening,Premium,21,108.2430435
652,55,29,Suburban,Gold,92,4.85,Morning,Economy,44,181.7809396
653,94,76,Suburban,Gold,26,4.7,Morning,Premium,94,405.3179545
654,53,28,Urban,Gold,6,3.67,Evening,Economy,178,775.7916852
655,29,7,Suburban,Regular,68,3.98,Morning,Economy,114,289.1296809
656,29,17,Urban,Silver,76,3.61,Morning,Economy,166,674.1328476
657,75,42,Suburban,Silver,38,4.25,Afternoon,Economy,146,479.1199534
658,74,53,Suburban,Regular,60,3.93,Night,Economy,162,676.4404324
659,89,75,Urban,Silver,10,4.91,Evening,Economy,16,54.44953819
660,29,13,Suburban,Gold,44,4.29,Evening,Premium,87,267.740417
661,40,20,Rural,Silver,45,4.42,Evening,Premium,130,445.4842486
662,79,11,Urban,Regular,1,4.35,Night,Premium,45,210.2567597
663,98,87,Urban,Gold,87,4.28,Afternoon,Premium,170,603.8458025
664,95,76,Urban,Regular,74,4.39,Night,Economy,118,464.9915827
665,79,13,Rural,Gold,67,4.05,Evening,Premium,151,514.9363492
666,38,22,Suburban,Regular,18,4.17,Night,Premium,121,450.5387531
667,83,41,Suburban,Silver,48,3.64,Evening,Economy,176,741.3443926
668,59,24,Suburban,Regular,40,4.0,Afternoon,Premium,147,631.631297
669,51,11,Suburban,Regular,72,3.62,Afternoon,Economy,16,71.21364105
670,64,46,Rural,Silver,51,5.0,Evening,Premium,29,144.6013825
671,30,6,Rural,Regular,93,3.81,Evening,Economy,129,505.9219688
672,60,15,Suburban,Regular,95,4.84,Afternoon,Economy,180,726.3339146
673,75,51,Rural,Regular,17,4.83,Afternoon,Premium,79,283.4132788
674,25,15,Suburban,Regular,88,4.68,Afternoon,Premium,31,148.1864882
675,46,31,Suburban,Gold,67,3.53,Morning,Economy,61,158.5920931
676,48,11,Urban,Regular,86,3.55,Night,Economy,15,57.89462608
677,51,6,Rural,Gold,64,4.57,Morning,Economy,34,142.5577269
678,68,23,Suburban,Gold,96,4.77,Morning,Economy,105,359.1281131
679,89,8,Suburban,Silver,18,3.83,Morning,Economy,121,407.5520588
680,84,55,Suburban,Regular,1,4.47,Afternoon,Economy,146,487.3991192
681,50,8,Rural,Regular,25,3.8,Evening,Premium,13,89.61312852
682,99,40,Urban,Gold,26,4.83,Evening,Premium,151,510.6580782
683,21,9,Urban,Gold,91,4.82,Morning,Economy,47,171.6271186
684,53,19,Suburban,Silver,54,3.84,Evening,Economy,132,520.5653406
685,60,16,Urban,Gold,68,4.23,Night,Economy,108,458.0963268
686,32,22,Suburban,Silver,9,4.68,Night,Premium,135,530.1491564
687,51,25,Rural,Regular,21,4.43,Evening,Premium,38,200.2582591
688,22,5,Urban,Regular,75,4.39,Night,Premium,19,128.0167602
689,21,7,Rural,Regular,6,4.96,Afternoon,Premium,180,836.1164186
690,55,21,Rural,Silver,49,4.59,Morning,Economy,111,471.0890519
691,42,31,Rural,Gold,32,4.75,Night,Economy,12,50.64017558
692,86,26,Rural,Silver,31,3.69,Afternoon,Economy,85,263.1611767
693,48,18,Rural,Silver,60,4.47,Afternoon,Premium,124,524.1655595
694,82,65,Urban,Gold,43,4.8,Night,Premium,112,330.2265438
695,63,48,Rural,Regular,88,4.09,Morning,Economy,70,212.7407519
696,44,24,Urban,Regular,83,3.61,Night,Economy,13,48.92895254
697,39,18,Suburban,Gold,78,4.21,Afternoon,Economy,165,734.395119
698,23,7,Rural,Gold,98,4.35,Morning,Economy,76,281.3395023
699,31,7,Rural,Silver,27,4.73,Morning,Premium,141,476.2898578
700,44,7,Rural,Regular,55,3.66,Night,Premium,103,490.3421583
701,23,5,Urban,Gold,92,3.71,Night,Economy,105,363.4447759
702,63,46,Urban,Silver,36,4.59,Morning,Economy,18,49.83993576
703,25,15,Urban,Gold,15,4.18,Morning,Premium,176,516.829559
704,27,11,Rural,Regular,1,4.34,Night,Economy,99,262.6864664
705,57,28,Urban,Gold,27,4.58,Afternoon,Economy,107,423.5098574
706,83,26,Suburban,Gold,77,3.62,Night,Premium,74,373.9756358
707,80,5,Suburban,Regular,53,3.67,Evening,Premium,48,184.2429447
708,50,40,Rural,Silver,61,4.7,Evening,Premium,73,319.1109829
709,84,8,Rural,Gold,21,4.63,Night,Economy,172,549.2008068
710,90,54,Rural,Regular,1,3.59,Afternoon,Premium,87,427.8571629
711,28,9,Urban,Silver,68,4.82,Evening,Premium,43,164.3163905
712,97,64,Rural,Silver,62,3.52,Morning,Premium,152,638.1340202
713,99,22,Suburban,Silver,7,4.4,Morning,Economy,39,131.4435872
714,96,53,Rural,Regular,58,4.28,Afternoon,Economy,21,55.6373708
715,88,69,Rural,Gold,89,3.6,Evening,Premium,107,467.9274949
716,53,17,Rural,Silver,78,4.03,Afternoon,Premium,26,120.2471929
717,28,14,Rural,Silver,77,3.58,Afternoon,Economy,98,374.6551828
718,59,21,Rural,Regular,97,3.6,Afternoon,Premium,67,269.4441402
719,50,27,Suburban,Gold,100,4.22,Morning,Premium,173,685.6696936
720,89,8,Urban,Gold,40,3.59,Morning,Premium,151,528.0024896
721,83,34,Urban,Silver,96,4.71,Evening,Premium,176,812.0729939
722,73,14,Urban,Gold,28,4.31,Evening,Economy,29,118.9730584
723,76,35,Suburban,Regular,8,4.89,Afternoon,Premium,138,406.5899108
724,56,35,Rural,Silver,33,3.97,Morning,Economy,47,134.7758295
725,40,20,Rural,Regular,11,4.4,Afternoon,Economy,83,343.79852
726,27,6,Urban,Silver,92,3.73,Night,Premium,125,460.2837625
727,32,7,Urban,Regular,79,4.05,Morning,Economy,83,306.3904612
728,48,24,Urban,Silver,35,4.2,Night,Premium,51,251.4211394
729,71,41,Urban,Gold,31,3.81,Afternoon,Premium,140,614.6367132
730,53,6,Rural,Silver,74,4.12,Night,Economy,76,231.1651668
731,87,44,Rural,Silver,61,3.87,Evening,Premium,16,117.7636645
732,36,16,Urban,Regular,82,4.62,Afternoon,Premium,72,253.4912438
733,39,20,Rural,Gold,71,4.11,Morning,Economy,111,404.5983992
734,91,81,Rural,Gold,15,4.68,Evening,Premium,20,135.1772701
735,31,18,Urban,Regular,46,4.86,Night,Economy,128,360.8585507
736,94,67,Suburban,Silver,34,4.64,Night,Premium,64,231.3263185
737,83,18,Urban,Gold,12,4.98,Morning,Economy,81,286.4092944
738,34,9,Urban,Silver,65,4.69,Afternoon,Premium,107,508.7118175
739,32,6,Rural,Gold,75,4.47,Morning,Premium,154,721.7212691
740,22,7,Urban,Gold,15,3.53,Evening,Premium,180,552.2693747
741,49,20,Rural,Silver,52,4.74,Afternoon,Premium,162,510.6268914
742,61,38,Urban,Silver,95,3.5,Night,Economy,164,415.9794524
743,21,9,Urban,Gold,48,4.4,Afternoon,Premium,152,660.059708
744,40,18,Urban,Silver,16,4.59,Afternoon,Premium,157,644.0445755
745,22,6,Urban,Silver,82,4.3,Morning,Premium,172,710.8843138
746,34,11,Suburban,Gold,66,4.59,Morning,Economy,134,478.2001536
747,56,31,Rural,Silver,9,4.79,Afternoon,Premium,167,744.4180992
748,93,36,Urban,Gold,60,4.63,Afternoon,Economy,111,478.7697584
749,38,9,Suburban,Gold,57,4.26,Morning,Premium,16,104.0560727
750,76,26,Suburban,Silver,74,4.18,Evening,Premium,159,486.1839276
751,47,24,Suburban,Silver,11,3.62,Night,Premium,148,657.0936874
752,64,10,Urban,Silver,62,4.98,Evening,Economy,38,96.30074138
753,56,10,Rural,Gold,28,3.8,Afternoon,Economy,144,609.9082747
754,44,25,Rural,Silver,32,4.43,Night,Premium,154,502.1012063
755,34,6,Rural,Regular,11,3.75,Morning,Economy,179,465.7190585
756,45,18,Suburban,Silver,70,3.84,Night,Economy,122,308.4359179
757,31,7,Rural,Regular,22,4.88,Afternoon,Premium,172,806.0212702
758,95,28,Rural,Regular,34,4.48,Evening,Economy,163,576.967572
